time, mouse_x, mouse_y, right_eye_x, right_eye_y, left_eye_x, left_eye_y
1671143640.5660918, 1880, 106, 348, 108, 268, 115
1671143640.7150917, 1881, 104, 349, 108, 270, 115
1671143640.8403387, 1878, 105, 350, 107, 271, 114
1671143640.9210913, 1838, 127, 350, 108, 270, 115
1671143641.00309, 1793, 152, 349, 108, 270, 115
1671143641.0940924, 1726, 180, 349, 108, 271, 115
1671143641.1880913, 1692, 224, 351, 108, 272, 115
1671143641.2840896, 1667, 314, 351, 108, 272, 114
1671143641.3780887, 1656, 358, 351, 108, 271, 115
1671143641.455093, 1650, 375, 349, 109, 270, 116
1671143641.5530908, 1647, 401, 349, 109, 270, 116
1671143641.6880908, 1654, 447, 349, 109, 270, 116
1671143641.8100889, 1655, 451, 349, 110, 270, 116
1671143641.908089, 1655, 451, 347, 109, 268, 116
1671143641.9980903, 1655, 451, 347, 109, 267, 116
1671143642.0790884, 1655, 451, 348, 109, 268, 117
1671143642.1480887, 1630, 462, 351, 109, 271, 116
1671143642.2170887, 1571, 484, 354, 110, 275, 117
1671143642.3620894, 1213, 521, 353, 110, 272, 118
1671143642.4570928, 961, 520, 352, 109, 272, 116
1671143642.546091, 850, 509, 352, 114, 274, 122
1671143642.690092, 747, 508, 353, 107, 273, 115
1671143642.7900941, 747, 508, 349, 107, 270, 115
1671143642.862089, 747, 508, 347, 109, 267, 117
1671143642.94109, 747, 508, 348, 109, 267, 117
1671143643.02009, 747, 508, 345, 113, 267, 121
1671143643.10109, 747, 508, 348, 104, 267, 115
1671143643.1800897, 747, 508, 347, 101, 268, 114
1671143643.25509, 747, 508, 348, 102, 268, 116
1671143643.32609, 747, 508, 350, 103, 270, 118
1671143643.4040902, 748, 502, 358, 109, 268, 125
1671143643.483089, 749, 499, 352, 105, 270, 121
1671143643.6470904, 752, 492, 350, 107, 270, 123
1671143643.7830892, 752, 485, 351, 108, 271, 125
1671143643.8860912, 752, 484, 353, 108, 273, 124
1671143643.9920921, 745, 483, 355, 107, 275, 123
1671143644.1460915, 737, 478, 350, 110, 268, 124
1671143644.254092, 724, 476, 342, 106, 261, 120
1671143644.3650925, 720, 475, 337, 101, 258, 117
1671143644.4880927, 720, 475, 339, 99, 260, 114
1671143644.6290932, 720, 475, 349, 102, 270, 115
1671143644.787091, 712, 475, 352, 105, 273, 115
1671143644.8950906, 708, 473, 351, 105, 272, 115
