time, mouse_x, mouse_y, right_eye_x, right_eye_y, left_eye_x, left_eye_y
1671143112.44843, 1109, 791, 352, 116, 272, 121
1671143112.4984367, 1118, 794, 352, 116, 272, 121
1671143112.5454319, 1125, 796, 352, 116, 272, 121
1671143112.592435, 1130, 797, 352, 116, 272, 121
1671143112.6444314, 1144, 802, 352, 116, 272, 121
1671143112.6934297, 1171, 808, 352, 116, 272, 121
1671143112.7444305, 1213, 817, 351, 115, 271, 121
1671143112.7964318, 1275, 830, 349, 116, 269, 121
1671143112.8534303, 1348, 843, 349, 116, 269, 121
1671143112.908435, 1421, 859, 348, 116, 268, 121
1671143112.96343, 1488, 874, 349, 116, 269, 121
1671143113.0194304, 1539, 882, 351, 116, 270, 121
1671143113.0664306, 1585, 891, 351, 116, 271, 120
1671143113.1255777, 1637, 900, 351, 116, 271, 121
1671143113.1734297, 1675, 908, 351, 116, 270, 121
1671143113.2204294, 1698, 910, 350, 116, 270, 121
1671143113.2755907, 1720, 900, 348, 116, 269, 122
1671143113.3274293, 1742, 879, 348, 116, 269, 122
1671143113.389431, 1768, 832, 348, 116, 268, 121
1671143113.4424298, 1788, 735, 347, 116, 268, 122
1671143113.5064301, 1792, 656, 348, 114, 268, 120
1671143113.5604312, 1796, 617, 348, 113, 268, 120
1671143113.6174302, 1796, 599, 347, 114, 268, 119
1671143113.6714306, 1793, 583, 348, 114, 268, 120
1671143113.7274303, 1784, 550, 348, 114, 268, 120
1671143113.7764282, 1780, 543, 349, 113, 268, 120
1671143113.8274298, 1780, 543, 348, 113, 268, 120
1671143113.874429, 1780, 543, 348, 114, 268, 120
1671143113.9194286, 1780, 543, 348, 113, 268, 120
1671143113.9724312, 1808, 552, 349, 113, 268, 120
1671143114.0224338, 1847, 568, 347, 114, 268, 119
1671143114.075441, 1880, 585, 348, 113, 268, 120
1671143114.1284306, 1911, 598, 348, 113, 268, 120
1671143114.1974285, 1919, 609, 348, 115, 268, 120
1671143114.2484283, 1919, 615, 348, 115, 268, 120
1671143114.3024282, 1919, 624, 348, 115, 268, 121
1671143114.3524365, 1919, 624, 347, 115, 267, 121
1671143114.4024699, 1919, 624, 347, 115, 268, 121
1671143114.4504318, 1919, 625, 347, 115, 268, 121
1671143114.4944293, 1919, 636, 348, 115, 268, 121
1671143114.54143, 1919, 648, 348, 114, 268, 121
1671143114.5874317, 1919, 649, 348, 114, 268, 121
1671143114.6404316, 1919, 649, 347, 115, 268, 120
1671143114.6864302, 1919, 649, 349, 115, 269, 121
1671143114.7314289, 1919, 649, 351, 115, 271, 120
1671143114.7814307, 1918, 650, 351, 114, 271, 121
1671143114.8294313, 1908, 651, 350, 114, 270, 120
1671143114.8964303, 1875, 649, 350, 115, 270, 121
1671143114.9614296, 1853, 644, 351, 115, 270, 120
1671143115.0264297, 1839, 644, 350, 115, 270, 121
1671143115.092432, 1799, 639, 350, 114, 270, 121
1671143115.1634305, 1690, 607, 350, 115, 270, 121
1671143115.2364323, 1349, 536, 352, 115, 271, 120
1671143115.3094323, 997, 507, 351, 115, 271, 121
1671143115.3744283, 949, 506, 351, 115, 270, 120
1671143115.4404316, 953, 506, 352, 115, 271, 121
1671143115.5054286, 953, 506, 352, 114, 271, 121
1671143115.5634294, 953, 506, 353, 114, 272, 120
1671143115.627432, 957, 506, 353, 115, 273, 121
1671143115.7054336, 1033, 509, 353, 114, 272, 121
1671143115.7814307, 1225, 526, 349, 115, 269, 121
1671143115.862431, 1488, 545, 349, 115, 269, 121
1671143115.9604316, 1674, 559, 350, 115, 269, 121
1671143116.046429, 1675, 560, 349, 116, 269, 121
1671143116.1194298, 1675, 567, 349, 115, 269, 121
1671143116.18743, 1675, 569, 350, 115, 269, 121
1671143116.2594297, 1675, 580, 349, 115, 269, 121
1671143116.3294291, 1671, 590, 349, 116, 269, 122
1671143116.3994286, 1640, 603, 349, 116, 269, 122
1671143116.4704335, 1602, 616, 350, 116, 269, 121
1671143116.540431, 1577, 624, 350, 116, 269, 122
1671143116.6074305, 1562, 627, 350, 116, 269, 122
1671143116.6744328, 1545, 627, 350, 116, 269, 122
1671143116.7474294, 1496, 622, 350, 116, 269, 121
1671143116.819432, 1423, 615, 350, 116, 269, 122
1671143116.95343, 1280, 592, 351, 116, 271, 122
1671143117.03143, 1211, 583, 351, 116, 270, 122
1671143117.0834315, 1175, 578, 351, 116, 271, 122
1671143117.1564312, 1151, 571, 351, 116, 270, 122
1671143117.2417037, 1144, 569, 352, 116, 271, 122
1671143117.33643, 1143, 569, 352, 116, 271, 122
1671143117.3984315, 1143, 569, 352, 116, 271, 122
1671143117.4564323, 1143, 569, 352, 116, 272, 122
1671143117.5144293, 1143, 567, 352, 116, 272, 122
1671143117.5784302, 1144, 550, 352, 116, 272, 122
1671143117.6504297, 1164, 495, 351, 116, 271, 122
1671143117.7194316, 1171, 474, 352, 116, 271, 122
1671143117.7954323, 1198, 454, 352, 116, 272, 122
